Cycle Number,Remaining Capacity (%)
1,99.02000626826775
51,95.22435267131787
101,93.05695565995687
151,91.39596029032508
201,90.00701323927068
251,88.7900826298388
301,87.69993260950271
351,86.69923152275653
401,85.76758896493125
451,84.8849563367749
501,84.035724255643
551,83.21331360751063
601,82.40112563611873
651,81.56671931885472
725,80.08150750502764
